	Unnamed: 0	platform	phase/arg_situation	method	adressee, reference	function	intent	impl_expl	pos_neg	easy translation	User	topic	link	connected	utterance	Effekt	lecture	praise	insinuation	dissence	concession	td-type
	boris										Rish	health	https://www.zeit.de/wissen/gesundheit/2020-04/coronavirus-frankreich-triage-altenheime-todesfaelle/seite-2		Ich möchte dass Sie wissen, dass ich Ihren widerlichen Kommentar gemeldet habe	dissence						
	boris										Uwee	health	https://www.zeit.de/wissen/gesundheit/2020-04/coronavirus-frankreich-triage-altenheime-todesfaelle/seite-2		Triage ist widerlich. Wie konnte es dazu kommen ?	dissence						
	boris										Hagion Pneuma	health	https://www.zeit.de/wissen/gesundheit/2020-04/coronavirus-frankreich-triage-altenheime-todesfaelle/seite-2		Was soll diese kuenstliche Aufregung?	dissence						
	boris										Lalopre	health	https://www.zeit.de/wissen/gesundheit/2020-04/coronavirus-frankreich-triage-altenheime-todesfaelle/seite-2		Artikel nicht gelesen?	insinuation						
	boris										Die Genussregion	health	https://www.zeit.de/wissen/gesundheit/2020-04/coronavirus-frankreich-triage-altenheime-todesfaelle/seite-2		Bitte lesen Sie den kompletten Artikel.	lecture						
	boris										Die Genussregion	health	https://www.zeit.de/wissen/gesundheit/2020-04/coronavirus-frankreich-triage-altenheime-todesfaelle/seite-2		Wenn alles (hoffentlich) einmal vorbei ist, sage ich Ihnen, was ich von Menschen wie Ihnen halte.	dissence						
	boris										Benjammin'	art	https://www.youtube.com/watch?v=mQXnQ-TgkxA		Was für ein großartiger Mann, ein großer Schriftsteller	praise						
	boris										Benjammin'	art	https://www.youtube.com/watch?v=mQXnQ-TgkxA		Ich mag seine Schriften sehr	praise						
	boris										Mark Baumann	entertainment	https://www.youtube.com/watch?v=6ht-9luTjMQ		einfach und berechenbar aber tatsächlich lustig.	concession						
	boris										Hans Jürgen Eiserfey	entertainment	https://www.youtube.com/watch?v=6ht-9luTjMQ		Wer kann über so etwas noch lachen total flach....unglaublich	dissence						
	boris										gullwing	entertainment	https://www.youtube.com/watch?v=6ht-9luTjMQ		Abgedroschen	dissence						
	boris										Ayoub	entertainment	https://www.youtube.com/watch?v=6ht-9luTjMQ		Das ist so almanisch	lecture						
	boris										Lucas	entertainment	https://www.youtube.com/watch?v=48Rj_-GDtdQ		Zu schade, dass doch recht viele Leute mit diesem Zynismus, Sarkasmus und dem bitter bösen schwarzen Humor so überfordert sind	insinuation						
	boris										Tim Suerder	entertainment	https://www.youtube.com/watch?v=48Rj_-GDtdQ		Sehr sehr böse, sehr sehr geil !!! I love it!!	praise						
	boris										Diane Angel	entertainment	https://www.youtube.com/watch?v=48Rj_-GDtdQ		Schräg und cool.	praise						
	boris										Stefan1968ful	society	https://www.youtube.com/watch?v=dd46ThoXtjM&list=PLcA2zrfi1WhJCe2yjfDMsQ2v9FL9RbMfG&index=6		Deppen. Und Verlierer.	dissence						
	boris										Peter S.	society	https://www.youtube.com/watch?v=dd46ThoXtjM&list=PLcA2zrfi1WhJCe2yjfDMsQ2v9FL9RbMfG&index=6		Ist schon unglaublich was der Mensch sich so alles einfallen lässt wenn er nichts besseres zu tun hat.	dissence						
	mattias										Peter-w	society			Hölscher warnt davor, Infektionen im eigenen Haushalt auf die leichte Schulter zu nehmen.	lecture						
	mattias										apprentice	society			Problematisch finde ich allerdings, Kinder so lange voneinander zu trennen.	concession						
	mattias										apprentice	society			Sieht denn niemand die Gefahr, dass hier eine Generation von Soziopathen herangezogen wird?	insinuation						
	mattias										apprentice	society			Nach Öffnung der Spielplätze ist es fast noch schlimmer geworden als zuvor.	dissence						
	mattias										apprentice	society			Wenn Eltern gewaltsam ihre Kinder von anderen trennen (wegen der Abstandsregel), ist das sicher nicht förderlich für die weitere Entwicklung der Kinder.	dissence						
	mattias										lasersnake	society			Genau! Schafft die Ampeln ab! Grüne Welle für alle!	insinuation						
	mattias										regilot	society			Das gleiche können Sie auch auf das Rauchverbot , die Gurtpflicht, ja im Prinzip auch auf Verkehrsregeln anwenden.	insinuation						
	mattias										regilot	society			Auch hier werden Freiheitsrechte beschnitten um sich und vor allem auch andere zu schützen.	dissence						
	mattias										regilot	society			Merke: Ein Staat muss auch für die Schwachen da sein.	lecture						
	mattias										regilot	society			Und was Corona angeht - hier handelt es sich nur um vorübergehende Einschränkungen	lecture						
	mattias										regilot	society			wohl dosiert, um jeden, der eine Behandlung im Krankenhaus nötig hat, diese auch zu gewährleisten.	lecture						
	mattias										volumen	society			Wahrscheinlich soll Ihr Verweis auf Mill dem Nonsens	lecture						
	mattias										volumen	society			den Sie schreiben einen klug scheinenden Überzug verpassen, aber es ist falsch was Sie schreiben.	lecture						
	mattias										volumen	society			Die Intention der getroffenen Regeln ist, in dem Wissen, dass man die Verbreitung nicht ganz verhindern können wird, die Zahl der Neuinfektionen so gering zu halten, dass das Gesundheitssystem das bewältigen kann.	lecture						
	mattias										dalatin	society			Was für ein Blödsinn. Das heißt also Pfleger, Ärzte, Krankenschwestern, Leichenbestatter quittieren ihren Dienst wenn es denen zu viel wird?	dissence						
	mattias										dalatin	society			Haben Sie mitbekommen was in New York, Bergamo, Madrid passiert ist? Die Leichen liegen immer noch rum, es wird Monate dauern bis alle beigesetzt oder verbrannt sind.	lecture						
	mattias										dalatin	society			Hunderte Krankehausangestellte, darunter viele erst 20-40 Jahre alt sind gestorben. Und täglich kommen noch immer Tausende Patienten in die Kliniken.	lecture						
	mattias										dalatin	society			Wer kümmert sich um den Schlamassel? Ich möchte darauf eine Antwort	dissence						
	mattias										dalatin	society			Wen zwingen Sie dazu diese Hölle am Laufen zu halten, WEN??	dissence						
	mattias										das Leben ist..	society			Sie haben Recht.	praise						
	mattias										das Leben ist..	society			Das Dumme nur ist, dass Menschen zum größten Teil der vielfach konstruierten Massenmeinung folgen. Wer da ausschert ist, sozusagen ein Depp.	insinuation						
	mattias										das Leben ist..	society			Wenn im Laufe der Zeit Erkenntnisse reifen oder in der Regie der Meinungskonstrukteure andere Schwerpunkt angesagt sind, kann sich die Massenmeinung verändern oder sogar ins Gegenteil verkehren.	insinuation						
	mattias										das Leben ist..	society			Und dann (später) haben es natürlich alle mal wieder von Anfang an gewusst.	lecture						
	mattias										das Leben ist..	society			Dabei folgt die Covid-19-Pandemie einer nur logischen Abfolge, die man aber seitens der politischen Führung auch nur per Salami-Taktik durchsetzen konnte und kann.	lecture						
	mattias										das Leben ist..	society			Im Moment sind wir nach der Phase der Feststellung der Eindämmbarkeit in der Phase der kontrollierten Durchseuchung, d.h. es werden Infektionen nicht nur inkauf genommen, sondern erwünscht.	concession						
	mattias										das Leben ist..	society			"Gleichzeitig wird vor der""2. Welle"" gewarnt, was die Menschen erstens an den Gedanken gewöhnt (Salami!) und zweitens nicht zu übermütig werden lässt."	concession						
	mattias										das Leben ist..	society			"Wenn die Infektionszahlen steigen, wird es sicher keinen 2. Lockdown geben, sondern ""lokale und regionale"" Beschränkungen."	concession						
	mattias										das Leben ist..	society			Oder anders gesagt: Maßnahmen nicht mehr für alle, sondern für das Altenwohnheim nebenan.	insinuation						
	mattias										das Leben ist..	society			Im Moment noch undenkbar, aber warten Sie es ab.	insinuation						
	mattias										das Leben ist..	society			rst kommt die Erwähnung, dann die Gewöhnung, dann die Umsetzung.	insinuation						
	mattias										das Leben ist..	society			Und die ist dann gefühlt nur noch halb so schlimm.	insinuation						
	mattias										das Leben ist..	society			"So funktioniert das mit der ""Unterstützung der Gesellschaft""."	lecture						
	mattias										XiLeng	society			"""Wer glaubt, Covid fürchten zu müssen, muss sich davor schützen, nicht angesteckt zu werden"""	concession						
	mattias										XiLeng	society			Das reicht nicht. Wer sich in der Öffentlichkeit bewegt, wird durch den Mundschutz der anderen geschützt. Und schützt andere vor sich.	lecture						
	mattias										Dr.Econ	society			Mit Suff und Fettleibigkeit gefährdet man sich aktiv selbst.	lecture						
	mattias										Dr.Econ	society			Wenn Sie ein potentiell tödliches Virus verbreiten gefährden Sie andere.	lecture						
	mattias										Dr.Econ	society			Deswegen sind Alkohol und Fast Food nicht verboten, aber Tempo 100 in der Innenstadt schon.	insinuation						
	mattias										Dr.Econ	society			Das sagen Sie ja auch nicht wer Angst hat umgebrettert zu werden soll halt zuhause bleiben.	insinuation						
	mattias										Dr.Econ	society			Freiheit ohne Grenzen ist die Unfreiheit aller anderen.	lecture						
	mattias										Dr.Econ	society			Eigentlich ganz einfach zu verstehen	praise						
	mattias										XiJinping	science	https://www.spiegel.de/politik/ausland/chinas-botschafter-zu-corona-wir-sind-offen-fuer-internationale-untersuchungen-a-00000000-0002-0001-0000-000170816273		Sehen Sie, auch Herr Wu sagt Untersuchung kein Problem, muss nur sauber und von Wissenschaftlern sein und am Ende von Pandemie, aber dann ab 2022 kein Problem, gerne.	concession						
	mattias										XiJinping	science	https://www.spiegel.de/politik/ausland/chinas-botschafter-zu-corona-wir-sind-offen-fuer-internationale-untersuchungen-a-00000000-0002-0001-0000-000170816273		China wird alle Beweismittel sichern und allen Wissenschaftlern sofort zukommen lassen, in 2022, oder kurz danach.	concession						
	mattias										Michel..	science	https://www.spiegel.de/politik/ausland/chinas-botschafter-zu-corona-wir-sind-offen-fuer-internationale-untersuchungen-a-00000000-0002-0001-0000-000170816273		Jetzt, wo die Chinesen Alles gesäubert haben und alle Verantwortlichen stillgelegt haben können die Beobachter kommen.	insinuation						
	mattias										Michel..	science	https://www.spiegel.de/politik/ausland/chinas-botschafter-zu-corona-wir-sind-offen-fuer-internationale-untersuchungen-a-00000000-0002-0001-0000-000170816273		Es sind eben die Chinesen, die haben immer einen Ausweg.	insinuation						
	mattias										Zhiven	science	https://www.spiegel.de/politik/ausland/chinas-botschafter-zu-corona-wir-sind-offen-fuer-internationale-untersuchungen-a-00000000-0002-0001-0000-000170816273		ausbruch bis jetzt schon knapp 4 Monate, die Chinesen brauchen hier so viel Zeit?? Wo ist China Speed?	insinuation						
	mattias										g_eliot	science	https://www.spiegel.de/politik/ausland/chinas-botschafter-zu-corona-wir-sind-offen-fuer-internationale-untersuchungen-a-00000000-0002-0001-0000-000170816273		Trump braucht Ablenkung und hat diese Vorwürfe aus den Fingern gesogen, nachdem er bekannterweise nie seine Geheimdienst-Briefings liest.	dissence						
	mattias										g_eliot	science	https://www.spiegel.de/politik/ausland/chinas-botschafter-zu-corona-wir-sind-offen-fuer-internationale-untersuchungen-a-00000000-0002-0001-0000-000170816273		Wissenschaftler sind sich einig, dass an dem Virus nicht manipuliert worden ist, sondern es sich um einen zonotischen Transfer von Tier zu Menschen handelt.	lecture						
	mattias										g_eliot	science	https://www.spiegel.de/politik/ausland/chinas-botschafter-zu-corona-wir-sind-offen-fuer-internationale-untersuchungen-a-00000000-0002-0001-0000-000170816273		Wenn Trump jetzt mit milliardenschweren Reparationszahlungen droht, steht er vor seinen Fans als der große Held da, als einziger, der es mit China aufnehmen kann.	insinuation						
	mattias										g_eliot	science	https://www.spiegel.de/politik/ausland/chinas-botschafter-zu-corona-wir-sind-offen-fuer-internationale-untersuchungen-a-00000000-0002-0001-0000-000170816273		Denen sind der Hintergrund und die möglichen Konsequenzen gleichgültig, Hauptsache ihr Idol spielt vor der ganzen Welt den Strongman.	lecture						
	mattias										quercusu	science	https://www.spiegel.de/politik/ausland/chinas-botschafter-zu-corona-wir-sind-offen-fuer-internationale-untersuchungen-a-00000000-0002-0001-0000-000170816273		Das eine schließt das andere nicht aus.	lecture						
	mattias										quercusu	science	https://www.spiegel.de/politik/ausland/chinas-botschafter-zu-corona-wir-sind-offen-fuer-internationale-untersuchungen-a-00000000-0002-0001-0000-000170816273		Es gibt Belege dafür, dass in Labors in Wuhan Coronaviren aus Fledermäusen auf andere Spezies übertragen wurden:	lecture						
	mattias										Klaus-	science	https://www.spiegel.de/politik/ausland/chinas-botschafter-zu-corona-wir-sind-offen-fuer-internationale-untersuchungen-a-00000000-0002-0001-0000-000170816273		„Nach heutigem Standpunkt sind weder Fledermäuse noch Schuppentiere die wahrscheinlichen Zwischenwirte für SARS-CoV-2.	concession						
	mattias										Klaus-	science	https://www.spiegel.de/politik/ausland/chinas-botschafter-zu-corona-wir-sind-offen-fuer-internationale-untersuchungen-a-00000000-0002-0001-0000-000170816273		Allerdings wurden erst wenige Tiere getestet – zu wenige, um eindeutige Aussagen treffen zu können,“ so Prost	lecture						
	mattias										Beckersheinz	economie			Hab ich ja gestern schon gesagt, unter großen Buhrufen.	lecture						
	mattias										Beckersheinz	economie			VW hat in China gerade einen Rekord-April hingelegt.	lecture						
	mattias										Beckersheinz	economie			Wenn hier keine zweite Infektionswelle anrollt, sind wir im Spätsommer durch mit dem Wirtschaftseinbruch.	insinuation						
	mattias										Ingen79	economie			Neue Kohlekraftwerke werden sicherlich nicht in Europa gebaut, aber in Asien schon.	lecture						
	mattias										Ingen79	economie			"Und die Stalerzeugung auf CO2 freie Verfahren umzustellen wird noch Jahrzehnte dauern.
"	dissence						
	mattias										Ingen79	economie			Zu erst muss in ausreichendem Umfang grüner Wassrstoff produziert werden.	praise						
	mattias										Ingen79	economie			Mehr Pflegekräfte und Erziehrer schön und gut, aber woher soll das Geld dafür kommen?	insinuation						
	mattias										Ingen79	economie			Das alles ist links-grünes Wunschdenken ohne die Realität zu berücksichtigen	insinuation						
	mattias										Yogourt-Sun	economie			Statt dessen ein paar neue Atomkraftwerke - am Besten weit weg von einer Tsunami-Kueste und einer 'fault line', dann passt das schon...	insinuation						
	mattias										Schmalhans	economie			Intelligente Ideen ,das bringt uns voran.	praise						
	mattias										Schmalhans	economie			Die Wirtschaft muss jetzt nachhaltig ökologisch umgebaut werden.	praise						
	mattias										Schmalhans	economie			Am beste Kriesenfest durch dezentrale Struckturen,mit Schwerpunkte Bildung und Gesundheit, die wichtigsten Güter die wir haben	praise						
	mattias										Schmalhans	economie			Soziale Belange müssen mit den den Interessen der Aktionäre gleich gestellt werden.	concession						
